pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid	PPI
3cfb	H	L	0	L	Hapten	SPB	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	IMMUNE SYSTEM	03/03/08	High-resolution structure of blue fluorescent antibody EP2-19G2 in complex with stilbene hapten at 100K	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Debler, E.W., Wilson, I.A.	1.6	X-RAY DIFFRACTION	0.218	0.18600000000000003	False	False	IGHV5	IGKV2	Kappa	None	None	None	None	None	3CFB_HL_L
3cfb	B	A	0	B	Hapten	SPB	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	IMMUNE SYSTEM	03/03/08	High-resolution structure of blue fluorescent antibody EP2-19G2 in complex with stilbene hapten at 100K	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Debler, E.W., Wilson, I.A.	1.6	X-RAY DIFFRACTION	0.218	0.18600000000000003	False	False	IGHV5	IGKV2	Kappa	None	None	None	None	None	3CFB_BA_B
3bz4	F	E	0	F	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.17600000000000002	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None	3BZ4_FE_F
3bz4	H	G	0	H	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.17600000000000002	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None	3BZ4_HG_H
3bz4	D	C	0	D	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.17600000000000002	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None	3BZ4_DC_D
3bz4	B	A	0	B	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.17600000000000002	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None	3BZ4_BA_B
5ob5	H	L	0	A	protein		c-x-c motif chemokine 2	IMMUNE SYSTEM	06/26/17	fAb complex with GroBeta. AbVance: increasing our knowledge of antibody structural space to enable faster and better decision-making in antibody drug discovery.	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhao, B., Ward, P., Convery, M.A.	1.65	X-RAY DIFFRACTION	0.195	0.168	False	True	IGHV1	IGKV14	Kappa	None	None	None	None	None	5OB5_HL_A
4rgo	H	L	0	S	protein		enterotoxin type b	TOXIN/IMMUNE SYSTEM	09/30/14	Structure of Staphylococcal Enterotoxin B bound to the neutralizing antibody 14G8	STAPHYLOCOCCUS AUREUS; MUS MUSCULUS	mus musculus	mus musculus	staphylococcus aureus	Franklin, M.C., Dutta, K., Varshney, A.K., Goger, M.J., Fries, B.C.	1.8	X-RAY DIFFRACTION	0.189	0.142	False	False	IGHV5	IGKV5	Kappa	None	None	None	None	None	4RGO_HL_S
6vjn	H	L	0	GF	peptide | peptide	NA | NA	v2b peptide | v2b peptide	IMMUNE SYSTEM	01/16/20	Structure of NHP D11A.B5Fab in complex with 16055 V2b peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Singh, S., Liban, T.J., Pancera, M.	2.0	X-RAY DIFFRACTION	0.236	0.18	False	True	IGHV4	IGLV6	Lambda	None	None	None	None	None	6VJN_HL_GF
6nv0	H	L	0	A	carbohydrate	GAL	BETA-D-GALACTOSE	IMMUNE SYSTEM	02/03/19	Structural basis for anti-alpha-galactosyl response	HOMO SAPIENS	homo sapiens	homo sapiens		Langley, D.B., Christ, D.	2.31	X-RAY DIFFRACTION	0.269	0.196	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None	6NV0_HL_A
6nv0	D	C	0	B	carbohydrate	GAL	BETA-D-GALACTOSE	IMMUNE SYSTEM	02/03/19	Structural basis for anti-alpha-galactosyl response	HOMO SAPIENS	homo sapiens	homo sapiens		Langley, D.B., Christ, D.	2.31	X-RAY DIFFRACTION	0.269	0.196	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None	6NV0_DC_B
6o2c	A	B	0	C	peptide		circumsporozoite protein	IMMUNE SYSTEM	02/22/19	Crystal structure of 4493 Fab in complex with circumsporozoite protein NANP3 and anti-kappa VHH domain	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Scally, S.W., Bosch, A., Prieto, K., Murugan, R., Wardemann, H., Julien, J.P.	2.017	X-RAY DIFFRACTION	0.195	0.162	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None	6O2C_AB_C
5x08	H	L	0	P	peptide		envelope glycoprotein gp160	IMMUNE SYSTEM	01/20/17	Crystal structure of broadly neutralizing anti-HIV-1 antibody 4E10, mutant Npro, with peptide bound	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 (MAL ISOLATE)	homo sapiens	homo sapiens	human immunodeficiency virus type 1 (malisolate) 	Caaveiro, J.M.M., Rujas, E., Nieva, J.L., Tsumoto, K.	1.49	X-RAY DIFFRACTION	0.169	0.129	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	5X08_HL_P
5kw9	H	L	0	A	protein		capsid protein vp1	ANTIVIRAL PROTEIN	07/15/16	Structural Basis for Norovirus Neutralization by a HBGA Blocking Human IgA Antibody	NORWALK VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	norwalk virus	Shanker, S., Prasad, B.V.V.	2.3	X-RAY DIFFRACTION	0.212	0.18600000000000003	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None	5KW9_HL_A
2hrp	H	L	0	P	peptide		hiv-1 protease peptide	COMPLEX (IMMUNOGLOBULIN/PEPTIDE)	12/27/96	ANTIGEN-ANTIBODY COMPLEX	MUS MUSCULUS	mus musculus	mus musculus		Lescar, J., Bentley, G.A.	2.2	X-RAY DIFFRACTION	0.289	0.198	False	False	IGHV5	IGKV3	Kappa	5.00E-09	-11.32	SPR		9150407	2HRP_HL_P
2hrp	N	M	0	Q	peptide		hiv-1 protease peptide	COMPLEX (IMMUNOGLOBULIN/PEPTIDE)	12/27/96	ANTIGEN-ANTIBODY COMPLEX	MUS MUSCULUS	mus musculus	mus musculus		Lescar, J., Bentley, G.A.	2.2	X-RAY DIFFRACTION	0.289	0.198	False	False	IGHV5	IGKV3	Kappa	5.00E-09	-11.32	SPR		9150407	2HRP_NM_Q
3mlz	H	L	0	P	peptide		hiv-1 gp120 third variable region (v3) crown	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 3074 in complex with a VI191 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kong, X.-P.	2.99	X-RAY DIFFRACTION	0.330	0.191	False	False	IGHV4	IGLV1	Lambda	None	None	None	None	None	3MLZ_HL_P
1eap	B	A	0	B	Hapten	HEP	PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE	CATALYTIC ANTIBODY	08/10/94	CRYSTAL STRUCTURE OF A CATALYTIC ANTIBODY WITH A SERINE PROTEASE ACTIVE SITE	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Zhou, G.W., Guo, J., Huang, W., Scanlan, T.S., Fletterick, R.J.	2.4	X-RAY DIFFRACTION	unknown	0.18600000000000003	False	False	IGHV1	IGKV19	Kappa	None	None	None	None	None	1EAP_BA_B
6o1f	H	L	0	AI	protein | protein	NA | NA	tryptase alpha/beta-1 | trypsin inhibitor a	IMMUNE SYSTEM/HYDROLASE	02/19/19	Complex between soybean trypsin inhibitor beta1-tryptase and a humanized fab	HOMO SAPIENS; GLYCINE MAX	homo sapiens	homo sapiens	homo sapiens | glycine max	Ultsch, M.H., Yi, T.	2.15	X-RAY DIFFRACTION	0.233	0.19	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6O1F_HL_AI
7chb	H	L	0	R	protein		sars-cov-2 receptor binding domain	ANTIVIRAL PROTEIN/IMMUNE SYSTEM	07/05/20	Crystal structure of the SARS-CoV-2 RBD in complex with BD-236 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Junyu, X., Qinyu, Z.	2.4	X-RAY DIFFRACTION	0.226	0.192	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	7CHB_HL_R
1mre	H	L	0	L	nucleic-acid	GDP	GUANOSINE-5'-DIPHOSPHATE	IMMUNOGLOBULIN	06/13/94	PREPARATION, CHARACTERIZATION AND CRYSTALLIZATION OF AN ANTIBODY FAB FRAGMENT THAT RECOGNIZES RNA. CRYSTAL STRUCTURES OF NATIVE FAB AND THREE FAB-MONONUCLEOTIDE COMPLEXES	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Pokkuluri, P.R., Cygler, M.	2.3	X-RAY DIFFRACTION	unknown	0.192	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	1MRE_HL_L
6j5f	H	L	0	A	protein		envelope protein	VIRAL PROTEIN/IMMUNE SYSTEM	01/10/19	Complex structure of MAb 4.2-scFv with tick-borne encephalitis virus envelope protein Domain III	TICK-BORNE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	tick-borne encephalitis virus	Yang, X., Qi, J., Peng, R., Dai, L., Gould, E.A., Tien, P., Gao, G.F.	1.801	X-RAY DIFFRACTION	0.192	0.179	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None	6J5F_HL_A
4hs6	B	A	0	Z	peptide		e2-peptide	IMMUNE SYSTEM	10/29/12	Hepatitus C envelope glycoprotein E2 fragment 412-423 with humanized and affinity-matured antibody MRCT10.v362	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus	Eigenbrot, C., Ultsch, M.	1.53	X-RAY DIFFRACTION	0.200	0.175	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	4HS6_BA_Z
4hs6	H	L	0	Y	peptide		e2-peptide	IMMUNE SYSTEM	10/29/12	Hepatitus C envelope glycoprotein E2 fragment 412-423 with humanized and affinity-matured antibody MRCT10.v362	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus	Eigenbrot, C., Ultsch, M.	1.53	X-RAY DIFFRACTION	0.200	0.175	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None	4HS6_HL_Y
6df2	H	L	0	D	peptide		leu-ptr-leu	IMMUNE SYSTEM	05/13/18	Improved anti-phosphotyrosine antibody 4G10-S5-4D5 Fab complexed with phosphotyrosine peptide	SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	synthetic construct	Mou, K., Leung, K., Wells, J.A.	2.6	X-RAY DIFFRACTION	0.230	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6DF2_HL_D
6df2	B	A	0	C	peptide		leu-ptr-leu	IMMUNE SYSTEM	05/13/18	Improved anti-phosphotyrosine antibody 4G10-S5-4D5 Fab complexed with phosphotyrosine peptide	SYNTHETIC CONSTRUCT	synthetic construct	synthetic construct	synthetic construct	Mou, K., Leung, K., Wells, J.A.	2.6	X-RAY DIFFRACTION	0.230	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None	6DF2_BA_C
6y1m	H	L	0	L	Hapten	DEP	DIETHYL PHOSPHONATE	IMMUNE SYSTEM	02/12/20	Crystal structure of the paraoxon-modified A.17 antibody FAB fragment - L47K mutant	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Chatziefthimiou, S., Mokrushina, Y., Smirnov, I., Gabibov, A., Wilmanns, M.	2.0	X-RAY DIFFRACTION	0.230	0.182	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None	6Y1M_HL_L
1zea	H	L	0	A	peptide		short synthetic d-amino acid peptide d2	IMMUNE SYSTEM	04/18/05	Structure of the anti-cholera toxin antibody Fab fragment TE33 in complex with a D-peptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus		Scheerer, P., Krauss, N., Wessner, H., Scholz, C., Otte, L., Seifert, M., Kramer, A., Schneider-Mergener, J., Hoehne, W.	1.78	X-RAY DIFFRACTION	0.248	0.198	False	False	IGHV9	IGKV1	Kappa	None	None	None	None	None	1ZEA_HL_A
6elu	K	L	0	J	protein		serum resistance associated; vsg protein	ANTITOXIN	09/29/17	Structure of Serum Resistance Associated protein from T. b. rhodesiense	TRYPANOSOMA BRUCEI RHODESIENSE; MUS MUSCULUS	mus musculus	mus musculus	trypanosoma brucei rhodesiense	Zoll, S., Higgins, M.K.	2.3	X-RAY DIFFRACTION	0.220	0.191	False	True	IGHV7	IGKV3	Kappa	None	None	None	None	None	6ELU_KL_J
6elu	H	I	0	G	protein		serum resistance associated; vsg protein	ANTITOXIN	09/29/17	Structure of Serum Resistance Associated protein from T. b. rhodesiense	TRYPANOSOMA BRUCEI RHODESIENSE; MUS MUSCULUS	mus musculus	mus musculus	trypanosoma brucei rhodesiense	Zoll, S., Higgins, M.K.	2.3	X-RAY DIFFRACTION	0.220	0.191	False	True	IGHV7	IGKV3	Kappa	None	None	None	None	None	6ELU_HI_G
6elu	E	F	0	D	protein		serum resistance associated; vsg protein	ANTITOXIN	09/29/17	Structure of Serum Resistance Associated protein from T. b. rhodesiense	TRYPANOSOMA BRUCEI RHODESIENSE; MUS MUSCULUS	mus musculus	mus musculus	trypanosoma brucei rhodesiense	Zoll, S., Higgins, M.K.	2.3	X-RAY DIFFRACTION	0.220	0.191	False	True	IGHV7	IGKV3	Kappa	None	None	None	None	None	6ELU_EF_D
6elu	B	C	0	A	protein		serum resistance associated; vsg protein	ANTITOXIN	09/29/17	Structure of Serum Resistance Associated protein from T. b. rhodesiense	TRYPANOSOMA BRUCEI RHODESIENSE; MUS MUSCULUS	mus musculus	mus musculus	trypanosoma brucei rhodesiense	Zoll, S., Higgins, M.K.	2.3	X-RAY DIFFRACTION	0.220	0.191	False	True	IGHV7	IGKV3	Kappa	None	None	None	None	None	6ELU_BC_A
6o3l	H	L	0	D	peptide		mper peptide, region 671-683 of hiv-1 gp41	IMMUNE SYSTEM	02/26/19	Crystal structure of the Fab fragment of the human HIV-1 neutralizing antibody PGZL1.H4K3 in complex with its MPER peptide epitope (region 671-683 of HIV-1 gp41).	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Irimia, A., Wilson, I.A.	1.98	X-RAY DIFFRACTION	0.211	0.17	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6O3L_HL_D
6o3l	A	B	0	E	peptide		mper peptide, region 671-683 of hiv-1 gp41	IMMUNE SYSTEM	02/26/19	Crystal structure of the Fab fragment of the human HIV-1 neutralizing antibody PGZL1.H4K3 in complex with its MPER peptide epitope (region 671-683 of HIV-1 gp41).	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Irimia, A., Wilson, I.A.	1.98	X-RAY DIFFRACTION	0.211	0.17	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6O3L_AB_E
7cr5	H	L	0	A	protein		nucleoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	03/24/21	Complex structure of a human monoclonal antibody with SARS-CoV-2 nucleocapsid protein NTD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Chen, S., Kang, S.	2.08	X-RAY DIFFRACTION	0.222	0.191	False	True	IGHV3	IGLV4	Lambda	None	None	None	None	None	7CR5_HL_A
5mp3	A	B	0	C	peptide		microtubule-associated protein	IMMUNE SYSTEM	12/15/16	Crystal structure of DC8E8 Fab in the complex with a 30-mer tau peptide at pH 6.5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Skrabana, R., Novak, M., Cehlar, O., Kontsekova, E.	2.75	X-RAY DIFFRACTION	0.250	0.19899999999999998	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None	5MP3_AB_C
5mp3	H	L	0	D	peptide		microtubule-associated protein	IMMUNE SYSTEM	12/15/16	Crystal structure of DC8E8 Fab in the complex with a 30-mer tau peptide at pH 6.5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Skrabana, R., Novak, M., Cehlar, O., Kontsekova, E.	2.75	X-RAY DIFFRACTION	0.250	0.19899999999999998	False	False	IGHV1	IGKV8	Kappa	None	None	None	None	None	5MP3_HL_D
4cmh	B	C	0	A	protein		adp-ribosyl cyclase 1	HYDROLASE/IMMUNE SYSTEM	01/15/14	Crystal structure of CD38 with a novel CD38-targeting antibody  SAR650984	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Deckert, J., Wetzel, M.C., Park, P.U., Bartle, L.M., Skaletskaya, A., Goldmacher, V., Vallee, F., ZhouLiu, Q., Ferrari, P., Pouzieux, S., Lahoute, C., Dumontet, C., Plesa, A., Chiron, M., Lejeune, P., Chittenden, T., Blanc, V.	1.53	X-RAY DIFFRACTION	0.2082	0.1878	False	False	IGHV1	IGKV6	Kappa	None	None	None	None	None	4CMH_BC_A
6p60	A	B	0	E	peptide		hiv fusion peptide residue 512-519	IMMUNE SYSTEM	05/31/19	Vaccine-elicited NHP FP-targeting neutralizing antibody A12V163-a.02 in complex with HIV fusion peptide (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.498	X-RAY DIFFRACTION	0.209	0.19699999999999998	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None	6P60_AB_E
6p60	C	D	0	F	peptide		hiv fusion peptide residue 512-519	IMMUNE SYSTEM	05/31/19	Vaccine-elicited NHP FP-targeting neutralizing antibody A12V163-a.02 in complex with HIV fusion peptide (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.498	X-RAY DIFFRACTION	0.209	0.19699999999999998	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None	6P60_CD_F
6p60	J	K	0	L	peptide		hiv fusion peptide residue 512-519	IMMUNE SYSTEM	05/31/19	Vaccine-elicited NHP FP-targeting neutralizing antibody A12V163-a.02 in complex with HIV fusion peptide (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.498	X-RAY DIFFRACTION	0.209	0.19699999999999998	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None	6P60_JK_L
6p60	G	H	0	I	peptide		hiv fusion peptide residue 512-519	IMMUNE SYSTEM	05/31/19	Vaccine-elicited NHP FP-targeting neutralizing antibody A12V163-a.02 in complex with HIV fusion peptide (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Liu, K., Kwong, P.D.	2.498	X-RAY DIFFRACTION	0.209	0.19699999999999998	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None	6P60_GH_I
5tih	H	L	0	A	protein		cysteine-rich protective antigen	IMMUNE SYSTEM	10/03/16	Structural basis for inhibition of erythrocyte invasion by antibodies to Plasmodium falciparum protein CyRPA	PLASMODIUM FALCIPARUM; MUS MUSCULUS	mus musculus	mus musculus	plasmodium falciparum	Chen, L., Xu, Y., Wang, W., Thompson, J.K., Goddard-Borger, E., Lawrence, M.C., Cowman, A.F.	2.44	X-RAY DIFFRACTION	0.212	0.18899999999999997	False	True	IGHV1	IGKV9	Kappa	None	None	None	None	None	5TIH_HL_A
6kx1	A	B	0	C	peptide		synthetic muc1 glycopepide	IMMUNE SYSTEM	09/09/19	Crystal structure of SN-101 mAb in complex with MUC1 glycopeptide	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Wakui, H., Tanaka, Y., Kato, K., Ose, T., Matsumoto, I., Min, Y., Tachibana, T., Nishimura, S.-I.	1.7730000000000001	X-RAY DIFFRACTION	0.229	0.177	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None	6KX1_AB_C
1mj7	H	L	0	H	Hapten	HAL	N-{[2-({[1-(4-CARBOXYBUTANOYL)AMINO]-2-PHENYLETHYL}-HYDROXYPHOSPHINYL)OXY]ACETYL}-2-PHENYLETHYLAMINE	IMMUNE SYSTEM	08/27/02	Crystal Structure Of The Complex Of The Fab fragment of Esterolytic Antibody MS5-393 and A Transition-State Analog	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Ruzheinikov, S.N., Muranova, T.A., Sedelnikova, S.E., Partridge, L.J., Blackburn, G.M., Murray, I.A., Kakinuma, H., Takashi, N., Shimazaki, K., Sun, J., Nishi, Y., Rice, D.W.	2.25	X-RAY DIFFRACTION	0.303	0.2	False	True	IGHV1	IGKV2	Kappa	None	None	None	None	None	1MJ7_HL_H
1fns	H	L	0	A	protein		von willebrand factor	IMMUNE SYSTEM	08/23/00	CRYSTAL STRUCTURE OF THE VON WILLEBRAND FACTOR (VWF) A1 DOMAIN I546V MUTANT IN COMPLEX WITH THE FUNCTION BLOCKING FAB NMC4	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Varughese, K.I.	2.0	X-RAY DIFFRACTION	0.207	0.172	False	False	IGHV2	IGKV10	Kappa	None	None	None	None	None	1FNS_HL_A
6kz0	H	I	0	G	protein		genome polyprotein	VIRAL PROTEIN	09/21/19	HRV14 3C in complex with single chain antibody GGVV	HUMAN RHINOVIRUS 14; HOMO SAPIENS	homo sapiens	homo sapiens	human rhinovirus 14	Meng, B., Yang, B., Wilson, I.A.	2.4	X-RAY DIFFRACTION	0.223	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6KZ0_HI_G
6kz0	K	L	0	J	protein		genome polyprotein	VIRAL PROTEIN	09/21/19	HRV14 3C in complex with single chain antibody GGVV	HUMAN RHINOVIRUS 14; HOMO SAPIENS	homo sapiens	homo sapiens	human rhinovirus 14	Meng, B., Yang, B., Wilson, I.A.	2.4	X-RAY DIFFRACTION	0.223	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6KZ0_KL_J
6kz0	B	C	0	A	protein		genome polyprotein	VIRAL PROTEIN	09/21/19	HRV14 3C in complex with single chain antibody GGVV	HUMAN RHINOVIRUS 14; HOMO SAPIENS	homo sapiens	homo sapiens	human rhinovirus 14	Meng, B., Yang, B., Wilson, I.A.	2.4	X-RAY DIFFRACTION	0.223	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6KZ0_BC_A
6kz0	E	F	0	D	protein		genome polyprotein	VIRAL PROTEIN	09/21/19	HRV14 3C in complex with single chain antibody GGVV	HUMAN RHINOVIRUS 14; HOMO SAPIENS	homo sapiens	homo sapiens	human rhinovirus 14	Meng, B., Yang, B., Wilson, I.A.	2.4	X-RAY DIFFRACTION	0.223	0.185	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None	6KZ0_EF_D
4pp2	D	C	0	E	protein		peptidase 1	Immune system	02/26/14	The crystal structure of Der p 1 allergen complexed with Fab fragment of mAb 10B9	MUS MUSCULUS; DERMATOPHAGOIDES PTERONYSSINUS	mus musculus	mus musculus	dermatophagoides pteronyssinus	Osinski, T., Majorek, K.A., Pomes, A., Offermann, L.R., Osinski, S., Glesner, J., Vailes, L.D., Chapman, M.D., Minor, W., Chruszcz, M.	2.74	X-RAY DIFFRACTION	0.261	0.2	False	True	IGHV3	IGKV10	Kappa	None	None	None	None	None	4PP2_DC_E
4pp2	B	A	0	F	protein		peptidase 1	Immune system	02/26/14	The crystal structure of Der p 1 allergen complexed with Fab fragment of mAb 10B9	MUS MUSCULUS; DERMATOPHAGOIDES PTERONYSSINUS	mus musculus	mus musculus	dermatophagoides pteronyssinus	Osinski, T., Majorek, K.A., Pomes, A., Offermann, L.R., Osinski, S., Glesner, J., Vailes, L.D., Chapman, M.D., Minor, W., Chruszcz, M.	2.74	X-RAY DIFFRACTION	0.261	0.2	False	True	IGHV3	IGKV10	Kappa	None	None	None	None	None	4PP2_BA_F
4zfo	A	B	0	F	peptide		tumor necrosis factor receptor superfamily member 17	IMMUNE SYSTEM	04/21/15	J22.9-xi: chimeric mouse/human antibody against human BCMA (CD269)	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Marino, S.F., Daumke, O., Olal, D.	1.895	X-RAY DIFFRACTION	0.209	0.17600000000000002	False	True	IGHV4	IGKV6	Kappa	None	None	None	None	None	4ZFO_AB_F
4zfo	H	L	0	K	peptide		tumor necrosis factor receptor superfamily member 17	IMMUNE SYSTEM	04/21/15	J22.9-xi: chimeric mouse/human antibody against human BCMA (CD269)	MUS MUSCULUS; HOMO SAPIENS	mus musculus	mus musculus	homo sapiens	Marino, S.F., Daumke, O., Olal, D.	1.895	X-RAY DIFFRACTION	0.209	0.17600000000000002	False	True	IGHV4	IGKV6	Kappa	None	None	None	None	None	4ZFO_HL_K
6u6u	H	L	0	R	protein		interleukin-1 receptor-like 2	CYTOKINE	08/30/19	IL36R extracellular domain in complex with BI655130 Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Larson, E.T., Farrow, N.A.	2.31	X-RAY DIFFRACTION	0.202	0.179	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None	6U6U_HL_R
1f3d	H	L	0	L	Hapten	TPM	2-(4-AMINOBENZYLAMINO)-3,4,5,6-TETRAHYDROPYRIDINIUM	IMMUNE SYSTEM	06/02/00	CATALYTIC ANTIBODY 4B2 IN COMPLEX WITH ITS AMIDINIUM HAPTEN.	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Golinelli-Pimpaneau, B., Goncalves, O., Dintinger, T., Blanchard, D., Knossow, M., Tellier, C.	1.87	X-RAY DIFFRACTION	0.218	0.198	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None	1F3D_HL_L
