pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6xli	H	L	0	P	peptide	NA	tau phosphopeptide (ac-sr(pt)pslp(pt)pptre-oh)	IMMUNE SYSTEM	06/28/20	CRYSTAL STRUCTURE OF ANTI-TAU ANTIBODY PT3 Fab+pT212/pT217-TAU PEPTIDE	MUS MUSCULUS; SYNTHETIC CONSTRUCT	mus musculus	mus musculus	homo sapiens	Malia, T.J., Teplyakov, A., Luo, J.	2.0	X-RAY DIFFRACTION	0.213	0.186	False	True	IGHV5	IGKV14	Kappa	None	None	None	None	None
2fgw	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	01/16/94	X-RAY STRUCTURES OF FRAGMENTS FROM BINDING AND NONBINDING VERSIONS OF A HUMANIZED ANTI-CD18 ANTIBODY: STRUCTURAL INDICATIONS OF THE KEY ROLE OF VH RESIDUES 59 TO 65	HOMO SAPIENS				Eigenbrot, C., Kessler, J.	3.0	X-RAY DIFFRACTION	unknown	0.176	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6uvo	H	L	0	D	peptide	NA	major surface glycoprotein g	VIRAL PROTEIN, IMMUNE SYSTEM	11/03/19	Structure of antibody 3G12 bound to the central conserved domain of RSV G	HOMO SAPIENS; HUMAN RESPIRATORY SYNCYTIAL VIRUS A (STRAIN A2)	homo sapiens	homo sapiens	human respiratory syncytial virus a (straina2) 	Fedechkin, S.O., George, N.L., Nunez Castrejon, A.M., Dillen, J., Kauvar, L.M., DuBois, R.M.	2.9	X-RAY DIFFRACTION	0.209	0.193	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
5az2	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/16/15	Crystal structure of the Fab fragment of 9E5, a murine monoclonal antibody specific for human epiregulin	MUS MUSCULUS	mus musculus	mus musculus		Kado, Y., Mizohata, E., Nagatoishi, S., Iijima, M., Shinoda, K., Miyafusa, T., Nakayama, T., Yoshizumi, T., Sugiyama, A., Kawamura, T., Lee, Y.H., Matsumura, H., Doi, H., Fujitani, H., Kodama, T., Shibasaki, Y., Tsumoto, K., Inoue, T.	1.603	X-RAY DIFFRACTION	0.238	0.193	False	False	IGHV14	IGKV19	Kappa	None	None	None	None	None
5ogi	B	B	0	A	protein	NA	hexon protein	VIRAL PROTEIN	07/13/17	Complex of a binding protein and human adenovirus C 5 hexon	MUS MUSCULUS; HUMAN ADENOVIRUS C SEROTYPE 5	mus musculus		human adenovirus c serotype 5	Schmid, M., Ernst, P., Honegger, A., Suomalainen, M., Zimmermann, M., Braun, L., Stauffer, S., Thom, C., Dreier, B., Eibauer, M., Kipar, A., Vogel, V., Greber, U.F., Medalia, O., Plueckthun, A.	2.8	X-RAY DIFFRACTION	0.235	0.198	True	True	unknown	unknown	unknown	None	None	None	None	None
5jo4	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/01/16	Antibody Fab Fragment Complex	HOMO SAPIENS	homo sapiens	homo sapiens		Zhang, Z., Prachanronarong, K.P., Marasco, W.A., Schiffer, C.A.S.	2.53	X-RAY DIFFRACTION	0.248	0.197	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5jo4	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/01/16	Antibody Fab Fragment Complex	HOMO SAPIENS	homo sapiens	homo sapiens		Zhang, Z., Prachanronarong, K.P., Marasco, W.A., Schiffer, C.A.S.	2.53	X-RAY DIFFRACTION	0.248	0.197	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
1rmf	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	12/16/94	STRUCTURES OF A MONOCLONAL ANTI-ICAM-1 ANTIBODY R6.5 FRAGMENT AT 2.8 ANGSTROMS RESOLUTION	MUS MUSCULUS	mus musculus	mus musculus		Jedrzejas, M.J., Luo, M.	2.8	X-RAY DIFFRACTION	unknown	0.188	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6co3	H	L	0	Q	peptide	NA	ala-glu-phe-arg-his-asp	IMMUNE SYSTEM	03/10/18	aducanumab abeta complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Arndt, J.W.	2.384	X-RAY DIFFRACTION	0.235	0.181	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5jxa	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/12/16	Crystal structure of ligand-free VRC03 antigen-binding fragment.	HOMO SAPIENS	homo sapiens	homo sapiens		Zhou, T., Moquin, S., Joyce, M.G., Mascola, J.R., Kwong, P.D.	1.6	X-RAY DIFFRACTION	0.180	0.160	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
2qqk	H	L	0	A	protein	NA	neuropilin-2	SIGNALING PROTEIN	07/26/07	Neuropilin-2 a1a2b1b2 Domains in Complex with a Semaphorin-Blocking Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Appleton, B.A., Wiesmann, C.	2.75	X-RAY DIFFRACTION	0.243	0.186	False	True	IGHV3	IGKV1D	Kappa	None	None	None	None	None
5it2	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/16/16	Structure of a transglutaminase 2-specific autoantibody 693-10-B06 Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Chen, X., Dalhus, B., Hnida, K., Iversen, R., Sollid, L.M.	1.7	X-RAY DIFFRACTION	0.204	0.185	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
2op4	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/26/07	Crystal Structure of Quorum-Quenching Antibody 1G9	MUS MUSCULUS	mus musculus	mus musculus		Kirchdoerfer, R.N., Debler, E.W., Wilson, I.A.	2.85	X-RAY DIFFRACTION	0.263	0.200	False	False	IGHV1	IGLV1	Lambda	None	None	None	None	None
3ujj	H	L	0	P	peptide	NA	gp120	IMMUNE SYSTEM	11/07/11	Crystal structure of anti-HIV-1 V3 Fab 4025 in complex with Con A peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kong, X.P., Sampson, J.	2.0	X-RAY DIFFRACTION	0.213	0.177	False	False	IGHV5	IGLV3	Lambda	None	None	None	None	None
1ggc	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	07/19/93	MAJOR ANTIGEN-INDUCED DOMAIN REARRANGEMENTS IN AN ANTIBODY	MUS MUSCULUS	mus musculus	mus musculus		Takimoto-Kamimura, M., Wilson, I.A.	2.8	X-RAY DIFFRACTION	unknown	0.190	False	True	IGHV8	IGKV3	Kappa	None	None	None	None	None
3wih	H	L	0	A	protein	NA	roundabout homolog 1	IMMUNE SYSTEM	09/12/13	Crystal structure of the third fibronectin domain (Fn3) of human ROBO1 in complex with the Fab fragment of murine monoclonal antibody B2212A.	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Nakayama, T., Mizohata, E., Yamashita, T., Nagatoishi, M., Iwanari, H., Mochizuki, Y., Kado, Y., Yokota, Y., Sato, R., Tsumoto, K., Fujitani, H., Kodama, T., Hamakubo, T., Inoue, T.	1.701	X-RAY DIFFRACTION	0.236	0.189	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
3wih	I	M	0	B	protein	NA	roundabout homolog 1	IMMUNE SYSTEM	09/12/13	Crystal structure of the third fibronectin domain (Fn3) of human ROBO1 in complex with the Fab fragment of murine monoclonal antibody B2212A.	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Nakayama, T., Mizohata, E., Yamashita, T., Nagatoishi, M., Iwanari, H., Mochizuki, Y., Kado, Y., Yokota, Y., Sato, R., Tsumoto, K., Fujitani, H., Kodama, T., Hamakubo, T., Inoue, T.	1.701	X-RAY DIFFRACTION	0.236	0.189	False	False	IGHV1	IGKV10	Kappa	None	None	None	None	None
5n7w	H	L	0	X	protein	NA	interleukin-17a	IMMUNE SYSTEM	02/21/17	Computationally designed functional antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hargreaves, D., Breed, J.	1.96	X-RAY DIFFRACTION	0.250	0.199	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5n7w	A	B	0	Y	protein	NA	interleukin-17a	IMMUNE SYSTEM	02/21/17	Computationally designed functional antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Hargreaves, D., Breed, J.	1.96	X-RAY DIFFRACTION	0.250	0.199	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
1p7k	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/02/03	Crystal structure of an anti-ssDNA antigen-binding fragment (Fab) bound to 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid (HEPES)	MUS MUSCULUS	mus musculus	mus musculus		Schuermann, J.P., Henzl, M.T., Deutscher, S.L., Tanner, J.J.	1.75	X-RAY DIFFRACTION	0.230	0.197	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
1p7k	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/02/03	Crystal structure of an anti-ssDNA antigen-binding fragment (Fab) bound to 4-(2-Hydroxyethyl)piperazine-1-ethanesulfonic acid (HEPES)	MUS MUSCULUS	mus musculus	mus musculus		Schuermann, J.P., Henzl, M.T., Deutscher, S.L., Tanner, J.J.	1.75	X-RAY DIFFRACTION	0.230	0.197	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
3cfb	H	L	0	L	Hapten	SPB	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	IMMUNE SYSTEM	03/03/08	High-resolution structure of blue fluorescent antibody EP2-19G2 in complex with stilbene hapten at 100K	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Debler, E.W., Wilson, I.A.	1.6	X-RAY DIFFRACTION	0.218	0.186	False	False	IGHV5	IGKV2	Kappa	None	None	None	None	None
3cfb	B	A	0	B	Hapten	SPB	4-(4-STYRYL-PHENYLCARBAMOYL)-BUTYRIC ACID	IMMUNE SYSTEM	03/03/08	High-resolution structure of blue fluorescent antibody EP2-19G2 in complex with stilbene hapten at 100K	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Debler, E.W., Wilson, I.A.	1.6	X-RAY DIFFRACTION	0.218	0.186	False	False	IGHV5	IGKV2	Kappa	None	None	None	None	None
4ma3	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/15/13	Crystal structure of anti-hinge rabbit antibody C2095	ORYCTOLAGUS CUNICULUS, HOMO SAPIENS	oryctolagus cuniculus, homo sapiens	oryctolagus cuniculus, homo sapiens		Malia, T., Teplyakov, A., Gilliland, G.L.	2.0	X-RAY DIFFRACTION	0.211	0.180	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4ma3	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/15/13	Crystal structure of anti-hinge rabbit antibody C2095	ORYCTOLAGUS CUNICULUS, HOMO SAPIENS	oryctolagus cuniculus, homo sapiens	oryctolagus cuniculus, homo sapiens		Malia, T., Teplyakov, A., Gilliland, G.L.	2.0	X-RAY DIFFRACTION	0.211	0.180	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3mxv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/07/10	Crystal structure of fab fragment of anti-Shh 5E1 chimera	MUS MUSCULUS, HOMO SAPIENS	mus musculus, homo sapiens	mus musculus, homo sapiens		Hymowitz, S.G., Maun, H.R.	1.9	X-RAY DIFFRACTION	0.224	0.179	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
3bz4	F	E	0	F	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.176	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None
3bz4	H	G	0	H	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.176	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None
3bz4	D	C	0	D	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.176	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None
3bz4	B	A	0	B	carbohydrate	RAM	polysaccharide	IMMUNE SYSTEM	01/17/08	Crystal structure of Fab F22-4 in complex with a Shigella flexneri 2a O-Ag decasaccharide	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Saul, F.A., Vulliez-le-Normand, B., Bentley, G.A.	1.8	X-RAY DIFFRACTION	0.230	0.176	False	False	IGHV6	IGKV2	Kappa	None	None	None	None	None
5ob5	H	L	0	A	protein	NA	c-x-c motif chemokine 2	IMMUNE SYSTEM	06/26/17	fAb complex with GroBeta. AbVance: increasing our knowledge of antibody structural space to enable faster and better decision-making in antibody drug discovery.	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Zhao, B., Ward, P., Convery, M.A.	1.65	X-RAY DIFFRACTION	0.195	0.168	False	True	IGHV1	IGKV14	Kappa	None	None	None	None	None
4rgo	H	L	0	S	protein	NA	enterotoxin type b	TOXIN/IMMUNE SYSTEM	09/30/14	Structure of Staphylococcal Enterotoxin B bound to the neutralizing antibody 14G8	STAPHYLOCOCCUS AUREUS; MUS MUSCULUS	mus musculus	mus musculus	staphylococcus aureus	Franklin, M.C., Dutta, K., Varshney, A.K., Goger, M.J., Fries, B.C.	1.8	X-RAY DIFFRACTION	0.189	0.142	False	False	IGHV5	IGKV5	Kappa	None	None	None	None	None
6vjn	H	L	0	G | F	peptide | peptide	NA | NA	v2b peptide | v2b peptide	IMMUNE SYSTEM	01/16/20	Structure of NHP D11A.B5Fab in complex with 16055 V2b peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Singh, S., Liban, T.J., Pancera, M.	2.0	X-RAY DIFFRACTION	0.236	0.180	False	True	IGHV4	IGLV6	Lambda	None	None	None	None	None
6mfj	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/11/18	Crystal structure of the ADCC potent antibody DH677.3 Fab elicited in the RV305 vaccine trial.	HOMO SAPIENS	homo sapiens	homo sapiens		Young, B., Tolbert, W.D., Pazgier, M.	2.62	X-RAY DIFFRACTION	0.261	0.199	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6mfj	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/11/18	Crystal structure of the ADCC potent antibody DH677.3 Fab elicited in the RV305 vaccine trial.	HOMO SAPIENS	homo sapiens	homo sapiens		Young, B., Tolbert, W.D., Pazgier, M.	2.62	X-RAY DIFFRACTION	0.261	0.199	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
3lmj	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/30/10	Structure of human anti HIV 21c Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Diskin, R., Marcovecchio, P.M., Bjorkman, P.J.	2.2	X-RAY DIFFRACTION	0.219	0.193	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
6phg	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	06/25/19	Predicted germline variant of human transmission blocking antibody 2544	HOMO SAPIENS	homo sapiens	homo sapiens		McLeod, B.R., Julien, J.P.	2.0	X-RAY DIFFRACTION	0.228	0.182	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
1f11	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/18/00	F124 FAB FRAGMENT FROM A MONOCLONAL ANTI-PRES2 ANTIBODY	MUS MUSCULUS	mus musculus	mus musculus		Saul, F.A., Vulliez-Le Normand, B., Passafiume, M., Riottot, M.M., Bentley, G.A.	3.0	X-RAY DIFFRACTION	0.271	0.184	False	False	IGHV1	IGKV3	Kappa	None	None	None	None	None
1f11	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/18/00	F124 FAB FRAGMENT FROM A MONOCLONAL ANTI-PRES2 ANTIBODY	MUS MUSCULUS	mus musculus	mus musculus		Saul, F.A., Vulliez-Le Normand, B., Passafiume, M., Riottot, M.M., Bentley, G.A.	3.0	X-RAY DIFFRACTION	0.271	0.184	False	False	IGHV1	IGKV3	Kappa	None	None	None	None	None
6uup	A	A	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	10/31/19	Structure of anti-hCD33 conditional scFv	CAMELIDAE MIXED LIBRARY	camelidae mixed library			Kimberlin, C.R., Park, S.	2.20002	X-RAY DIFFRACTION	0.237	0.197	True	True	unknown	unknown	unknown	None	None	None	None	None
6uup	D	D	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	10/31/19	Structure of anti-hCD33 conditional scFv	CAMELIDAE MIXED LIBRARY	camelidae mixed library			Kimberlin, C.R., Park, S.	2.20002	X-RAY DIFFRACTION	0.237	0.197	True	True	unknown	unknown	unknown	None	None	None	None	None
6uup	C	C	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	10/31/19	Structure of anti-hCD33 conditional scFv	CAMELIDAE MIXED LIBRARY	camelidae mixed library			Kimberlin, C.R., Park, S.	2.20002	X-RAY DIFFRACTION	0.237	0.197	True	True	unknown	unknown	unknown	None	None	None	None	None
6uup	B	B	0	NA	NA	NA	NA	ANTITUMOR PROTEIN	10/31/19	Structure of anti-hCD33 conditional scFv	CAMELIDAE MIXED LIBRARY	camelidae mixed library			Kimberlin, C.R., Park, S.	2.20002	X-RAY DIFFRACTION	0.237	0.197	True	True	unknown	unknown	unknown	None	None	None	None	None
6nv0	H	L	0	A	carbohydrate	GAL	BETA-D-GALACTOSE	IMMUNE SYSTEM	02/03/19	Structural basis for anti-alpha-galactosyl response	HOMO SAPIENS	homo sapiens	homo sapiens		Langley, D.B., Christ, D.	2.31	X-RAY DIFFRACTION	0.269	0.196	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6nv0	D	C	0	B	carbohydrate	GAL	BETA-D-GALACTOSE	IMMUNE SYSTEM	02/03/19	Structural basis for anti-alpha-galactosyl response	HOMO SAPIENS	homo sapiens	homo sapiens		Langley, D.B., Christ, D.	2.31	X-RAY DIFFRACTION	0.269	0.196	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6o2c	A	B	0	C	peptide	NA	circumsporozoite protein	IMMUNE SYSTEM	02/22/19	Crystal structure of 4493 Fab in complex with circumsporozoite protein NANP3 and anti-kappa VHH domain	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	plasmodium falciparum	Scally, S.W., Bosch, A., Prieto, K., Murugan, R., Wardemann, H., Julien, J.P.	2.017	X-RAY DIFFRACTION	0.195	0.162	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
4jy4	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/29/13	Crystal structure of human Fab PGT121, a broadly reactive and potent HIV-1 neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Julien, J.-P., Diwanji, D.C., Burton, D.R., Wilson, I.A.	2.8	X-RAY DIFFRACTION	0.234	0.189	False	True	IGHV4	unknown	unknown	None	None	None	None	None
5x08	H	L	0	P	peptide	NA	envelope glycoprotein gp160	IMMUNE SYSTEM	01/20/17	Crystal structure of broadly neutralizing anti-HIV-1 antibody 4E10, mutant Npro, with peptide bound	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 (MAL ISOLATE)	homo sapiens	homo sapiens	human immunodeficiency virus type 1 (malisolate) 	Caaveiro, J.M.M., Rujas, E., Nieva, J.L., Tsumoto, K.	1.49	X-RAY DIFFRACTION	0.169	0.129	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
3bkc	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/06/07	Crystal structure of anti-amyloid beta FAB WO2 (P21, FormB)	MUS MUSCULUS	mus musculus	mus musculus		Miles, L.A., Wun, K.S., Crespi, G.A., Fodero-Tavoletti, M., Galatis, D., Bageley, C.J., Beyreuther, K., Masters, C.L., Cappai, R., McKinstry, W.J., Barnham, K.J., Parker, M.W.	1.9	X-RAY DIFFRACTION	0.236	0.179	False	False	IGHV8	IGKV1	Kappa	None	None	None	None	None
5kw9	H	L	0	A	protein	NA	capsid protein vp1	ANTIVIRAL PROTEIN	07/15/16	Structural Basis for Norovirus Neutralization by a HBGA Blocking Human IgA Antibody	NORWALK VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	norwalk virus	Shanker, S., Prasad, B.V.V.	2.3	X-RAY DIFFRACTION	0.212	0.186	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
2hrp	H	L	0	P	peptide	NA	hiv-1 protease peptide	COMPLEX (IMMUNOGLOBULIN/PEPTIDE)	12/27/96	ANTIGEN-ANTIBODY COMPLEX	MUS MUSCULUS	mus musculus	mus musculus		Lescar, J., Bentley, G.A.	2.2	X-RAY DIFFRACTION	0.289	0.198	False	False	IGHV5	IGKV3	Kappa	5.00E-09	-11.32	SPR	NA	9150407
2hrp	N	M	0	Q	peptide	NA	hiv-1 protease peptide	COMPLEX (IMMUNOGLOBULIN/PEPTIDE)	12/27/96	ANTIGEN-ANTIBODY COMPLEX	MUS MUSCULUS	mus musculus	mus musculus		Lescar, J., Bentley, G.A.	2.2	X-RAY DIFFRACTION	0.289	0.198	False	False	IGHV5	IGKV3	Kappa	5.00E-09	-11.32	SPR	NA	9150407
3mlz	H	L	0	P	peptide	NA	hiv-1 gp120 third variable region (v3) crown	IMMUNE SYSTEM	04/18/10	Crystal structure of anti-HIV-1 V3 Fab 3074 in complex with a VI191 V3 peptide	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kong, X.-P.	2.99	X-RAY DIFFRACTION	0.330	0.191	False	False	IGHV4	IGLV1	Lambda	None	None	None	None	None
6wiy	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/11/20	Crystal structure of Fab 54-1G05	HOMO SAPIENS	homo sapiens	homo sapiens		Wu, N.C., Wilson, I.A.	1.65	X-RAY DIFFRACTION	0.188	0.158	False	True	IGHV6	IGKV3	Kappa	None	None	None	None	None
4oaw	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/06/14	Fab structure of anti-HIV gp120 V2 mAb 2158	HOMO SAPIENS	homo sapiens	homo sapiens		Spurrier, B.R., Kong, X.P.	2.8	X-RAY DIFFRACTION	0.254	0.182	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4oaw	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/06/14	Fab structure of anti-HIV gp120 V2 mAb 2158	HOMO SAPIENS	homo sapiens	homo sapiens		Spurrier, B.R., Kong, X.P.	2.8	X-RAY DIFFRACTION	0.254	0.182	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6wzn	A	A	0	NA	NA	NA	NA	FLUORESCENT PROTEIN	05/14/20	Crystal Structure of a Fluorescent Single Chain Fv Chimera	UNIDENTIFIED	unidentified			Close, D., Velappan, N., Hung, L.W., Naranjo, L., Hemez, C., DeVore, N., McCullough, D., Lillo, A.M., Waldo, G., Bradbury, A.R.M.	2.5	X-RAY DIFFRACTION	0.211	0.163	True	True	unknown	unknown	unknown	None	None	None	None	None
4qxg	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/20/14	Antigen binding fragment of an anti IFNAR1 antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Oganesyan, V.Y., Dall'Acqua, W.F.	2.3	X-RAY DIFFRACTION	0.249	0.190	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
8fab	B	A	0	NA	NA	NA	NA	IMMUNOGLOBULIN	03/23/92	CRYSTAL STRUCTURE OF THE FAB FRAGMENT FROM THE HUMAN MYELOMA IMMUNOGLOBULIN IGG HIL AT 1.8 ANGSTROMS RESOLUTION	HOMO SAPIENS	homo sapiens	homo sapiens		Saul, F.A., Poljak, R.J.	1.8	X-RAY DIFFRACTION	unknown	0.173	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
8fab	D	C	0	NA	NA	NA	NA	IMMUNOGLOBULIN	03/23/92	CRYSTAL STRUCTURE OF THE FAB FRAGMENT FROM THE HUMAN MYELOMA IMMUNOGLOBULIN IGG HIL AT 1.8 ANGSTROMS RESOLUTION	HOMO SAPIENS	homo sapiens	homo sapiens		Saul, F.A., Poljak, R.J.	1.8	X-RAY DIFFRACTION	unknown	0.173	False	False	IGHV3	IGLV3	Lambda	None	None	None	None	None
1eap	B	A	0	B	Hapten	HEP	PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE	CATALYTIC ANTIBODY	08/10/94	CRYSTAL STRUCTURE OF A CATALYTIC ANTIBODY WITH A SERINE PROTEASE ACTIVE SITE	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Zhou, G.W., Guo, J., Huang, W., Scanlan, T.S., Fletterick, R.J.	2.4	X-RAY DIFFRACTION	unknown	0.186	False	False	IGHV1	IGKV19	Kappa	None	None	None	None	None
5itb	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/16/16	Crystal structure of the anti-RSV F Fab 14N4	HOMO SAPIENS	homo sapiens	homo sapiens		Mousa, J.J., Crowe, J.E.	2.0	X-RAY DIFFRACTION	0.214	0.194	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6o1f	H	L	0	A | I	protein | protein	NA | NA	tryptase alpha/beta-1 | trypsin inhibitor a	IMMUNE SYSTEM/HYDROLASE	02/19/19	Complex between soybean trypsin inhibitor beta1-tryptase and a humanized fab	HOMO SAPIENS; GLYCINE MAX	homo sapiens	homo sapiens	homo sapiens | glycine max	Ultsch, M.H., Yi, T.	2.15	X-RAY DIFFRACTION	0.233	0.190	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
5niv	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/27/17	Crystal structure of 5D3 Fab	MUS MUSCULUS	mus musculus	mus musculus		Manolaridis, I., Locher, K.P.	1.498	X-RAY DIFFRACTION	0.205	0.181	False	False	IGHV3	IGKV13	Kappa	None	None	None	None	None
6vos	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/31/20	Crystal structure of macaque anti-HIV-1 antibody RM20J	MACACA MULATTA	macaca mulatta	macaca mulatta		Yuan, M., Wilson, I.A.	2.299	X-RAY DIFFRACTION	0.211	0.181	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
3oz9	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/24/10	Crystal Structure of anti-gp41 Fab NC-1	MUS MUSCULUS	mus musculus	mus musculus		Stanfield, R.L., Calarese, D.A., Jiang, S., Wilson, I.A.	1.6	X-RAY DIFFRACTION	0.233	0.190	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
